Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C,Year,Month,Day,DayOfYear,Temperature_Range,Comfort_Index,Season,Weather_Severity,Pressure_Category
Mizoram,2024-06-15,38.4,1.8,68.2,35.7,38.4,16.9,896.5,38.4,2024,6,15,167,2.6999999999999957,0,Summer,1,Low
Nagaland,2024-06-15,28.3,1.4,69.5,18.7,37.4,16.7,888.9,31.2,2024,6,15,167,18.7,0,Summer,0,Low
Odisha,2024-06-15,41.2,0.3,50.8,35.3,44.3,27.5,990.6,41.2,2024,6,15,167,9.0,0,Summer,2,Low
Punjab,2024-06-15,44.7,1.2,25.2,37.5,51.3,19.2,971.7,44.7,2024,6,15,167,13.799999999999997,0,Summer,2,Low
Rajasthan,2024-06-15,60.0,0.0,15.0,55.0,65.0,19.4,982.9,60.0,2024,6,15,167,10.0,0,Summer,2,Low
Sikkim,2024-06-15,22.7,0.0,49.6,17.0,29.1,37.2,850.0,22.7,2024,6,15,167,12.100000000000001,1,Summer,1,Low
Tamil Nadu,2024-06-15,43.0,0.0,69.8,39.9,46.2,28.2,982.0,43.0,2024,6,15,167,6.300000000000004,0,Summer,2,Low
Telangana,2024-06-15,43.9,0.5,23.1,34.7,48.3,16.4,957.2,43.9,2024,6,15,167,13.599999999999994,0,Summer,2,Low
Tripura,2024-06-15,44.9,0.0,46.3,40.0,51.9,17.7,1011.3,44.9,2024,6,15,167,11.899999999999999,0,Summer,2,Normal
Uttar Pradesh,2024-06-15,53.1,0.0,38.0,51.8,57.4,49.1,989.1,53.1,2024,6,15,167,5.600000000000001,0,Summer,3,Low
Uttarakhand,2024-06-15,31.5,0.3,37.5,27.3,34.7,37.0,863.1,31.5,2024,6,15,167,7.400000000000002,0,Summer,1,Low
West Bengal,2024-06-15,40.3,0.0,55.2,29.3,47.4,19.1,1009.9,40.3,2024,6,15,167,18.099999999999998,0,Summer,2,Normal
Andaman and Nicobar Islands,2024-06-15,31.1,1.9,94.7,23.3,37.0,30.4,1000.3,36.07666666666667,2024,6,15,167,13.7,0,Summer,1,Normal
Chandigarh,2024-06-15,48.2,0.0,24.9,41.4,53.1,12.7,983.5,48.2,2024,6,15,167,11.700000000000003,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-15,39.5,0.0,70.0,32.9,45.3,20.6,1013.9,39.5,2024,6,15,167,12.399999999999999,0,Summer,1,Normal
Delhi,2024-06-15,55.9,24.9,15.0,48.8,61.8,23.5,966.7,55.9,2024,6,15,167,13.0,0,Summer,2,Low
Jammu and Kashmir,2024-06-15,31.6,0.8,47.6,29.4,38.0,40.9,850.0,33.1,2024,6,15,167,8.600000000000001,0,Summer,1,Low
Ladakh,2024-06-15,22.0,0.0,15.0,6.0,35.1,20.2,850.0,22.0,2024,6,15,167,29.1,0,Summer,0,Low
Lakshadweep,2024-06-15,33.8,0.0,94.1,29.9,36.3,36.4,1020.0,37.53,2024,6,15,167,6.399999999999999,0,Summer,1,Normal
Puducherry,2024-06-15,33.1,0.2,82.7,29.5,35.3,21.0,1010.8,33.94333333333334,2024,6,15,167,5.799999999999997,0,Summer,0,Normal
Andhra Pradesh,2024-06-16,39.3,0.0,45.8,29.7,50.6,24.1,992.6,39.3,2024,6,16,168,20.900000000000002,0,Summer,1,Low
Arunachal Pradesh,2024-06-16,28.2,0.9,48.1,22.3,34.7,38.7,850.0,28.5,2024,6,16,168,12.400000000000002,0,Summer,1,Low
Assam,2024-06-16,47.5,0.0,43.8,43.3,52.3,15.9,999.3,47.5,2024,6,16,168,9.0,0,Summer,2,Low
Bihar,2024-06-16,44.4,0.0,36.8,35.9,49.9,48.1,1003.6,44.4,2024,6,16,168,14.0,0,Summer,3,Normal
Chhattisgarh,2024-06-16,42.4,0.0,27.3,36.1,47.7,11.8,985.8,42.4,2024,6,16,168,11.600000000000001,0,Summer,2,Low
Goa,2024-06-16,35.9,0.0,74.6,34.8,37.2,30.1,1018.3,35.9,2024,6,16,168,2.4000000000000057,0,Summer,2,Normal
Gujarat,2024-06-16,48.4,0.0,15.0,39.1,59.5,27.9,1000.2,48.4,2024,6,16,168,20.4,0,Summer,2,Normal
Haryana,2024-06-16,52.2,1.5,15.0,46.8,55.8,15.4,994.1,52.2,2024,6,16,168,9.0,0,Summer,2,Low
Himachal Pradesh,2024-06-16,23.2,0.0,39.4,12.4,33.2,34.6,850.0,23.2,2024,6,16,168,20.800000000000004,0,Summer,1,Low
Jharkhand,2024-06-16,37.2,1.8,62.1,35.0,39.5,14.2,971.2,37.2,2024,6,16,168,4.5,0,Summer,1,Low
Karnataka,2024-06-16,35.8,0.1,41.3,31.5,40.9,20.0,913.2,39.2,2024,6,16,168,9.399999999999999,0,Summer,1,Low
Kerala,2024-06-16,38.0,1.2,61.8,34.5,40.5,39.4,1011.5,38.0,2024,6,16,168,6.0,0,Summer,2,Normal
Madhya Pradesh,2024-06-16,42.4,0.1,27.9,40.1,45.2,25.2,947.1,42.4,2024,6,16,168,5.100000000000001,0,Summer,2,Low
Maharashtra,2024-06-16,36.2,0.0,28.0,30.8,39.0,17.2,948.4,36.2,2024,6,16,168,8.2,0,Summer,1,Low
Manipur,2024-06-16,32.1,0.0,61.1,29.1,34.9,22.9,924.6,32.1,2024,6,16,168,5.799999999999997,0,Summer,0,Low
Meghalaya,2024-06-16,29.6,0.3,56.3,26.7,32.7,10.9,877.3,31.4,2024,6,16,168,6.0000000000000036,0,Summer,0,Low
Mizoram,2024-06-16,32.3,0.2,66.7,24.9,37.1,15.1,890.0,32.3,2024,6,16,168,12.200000000000003,0,Summer,0,Low
Nagaland,2024-06-16,32.1,1.9,66.4,24.7,38.8,19.7,875.1,32.1,2024,6,16,168,14.099999999999998,0,Summer,0,Low
Odisha,2024-06-16,41.0,2.3,67.5,40.2,43.3,23.6,1006.9,41.0,2024,6,16,168,3.0999999999999943,0,Summer,2,Normal
Punjab,2024-06-16,45.2,0.0,40.2,38.4,51.6,13.8,983.1,45.2,2024,6,16,168,13.200000000000003,0,Summer,2,Low
Rajasthan,2024-06-16,54.1,0.0,15.0,45.2,61.9,17.1,981.6,54.1,2024,6,16,168,16.699999999999996,0,Summer,2,Low
Sikkim,2024-06-16,23.0,0.0,45.9,14.0,29.2,43.0,850.0,23.0,2024,6,16,168,15.2,1,Summer,1,Low
Tamil Nadu,2024-06-16,40.9,1.1,78.9,34.6,46.0,26.0,995.6,40.9,2024,6,16,168,11.399999999999999,0,Summer,2,Low
Telangana,2024-06-16,45.3,0.0,16.1,35.7,52.3,20.1,966.6,45.3,2024,6,16,168,16.599999999999994,0,Summer,2,Low
Tripura,2024-06-16,38.4,0.5,48.1,32.1,45.7,14.0,1000.9,38.4,2024,6,16,168,13.600000000000001,0,Summer,1,Normal
Uttar Pradesh,2024-06-16,51.6,0.0,30.1,46.3,58.6,26.1,997.2,51.6,2024,6,16,168,12.300000000000004,0,Summer,2,Low
Uttarakhand,2024-06-16,35.5,0.0,28.5,29.5,42.9,35.9,866.2,35.5,2024,6,16,168,13.399999999999999,0,Summer,2,Low
West Bengal,2024-06-16,42.1,0.0,61.6,36.2,46.1,22.0,1014.3,42.1,2024,6,16,168,9.899999999999999,0,Summer,2,Normal
Andaman and Nicobar Islands,2024-06-16,31.1,0.4,91.9,28.7,32.4,35.2,1010.0,35.29888888888889,2024,6,16,168,3.6999999999999993,0,Summer,1,Normal
Chandigarh,2024-06-16,51.8,0.0,22.3,43.3,57.7,21.4,973.5,51.8,2024,6,16,168,14.400000000000006,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-16,41.5,0.8,92.6,41.0,43.7,29.3,1007.5,41.733333333333334,2024,6,16,168,2.700000000000003,0,Summer,2,Normal
Delhi,2024-06-16,43.9,0.0,33.9,39.8,45.5,58.9,995.4,43.9,2024,6,16,168,5.700000000000003,0,Summer,3,Low
Jammu and Kashmir,2024-06-16,32.9,0.4,40.0,24.1,40.0,36.9,850.0,32.9,2024,6,16,168,15.899999999999999,0,Summer,1,Low
Ladakh,2024-06-16,13.8,0.8,15.0,2.0,27.8,27.7,850.0,13.8,2024,6,16,168,25.8,0,Summer,0,Low
Lakshadweep,2024-06-16,35.2,1.4,92.0,30.7,37.0,29.4,1013.2,37.78666666666667,2024,6,16,168,6.300000000000001,0,Summer,1,Normal
Puducherry,2024-06-16,35.5,2.0,73.6,31.1,41.0,27.4,1016.8,35.5,2024,6,16,168,9.899999999999999,0,Summer,1,Normal
Andhra Pradesh,2024-06-17,41.4,0.0,40.8,38.0,47.4,20.7,987.7,41.4,2024,6,17,169,9.399999999999999,0,Summer,2,Low
Arunachal Pradesh,2024-06-17,31.0,0.0,46.3,21.8,41.3,47.8,850.0,32.0,2024,6,17,169,19.499999999999996,0,Summer,1,Low
Assam,2024-06-17,43.0,0.3,57.9,40.8,46.6,11.2,1003.9,43.0,2024,6,17,169,5.800000000000004,0,Summer,2,Normal
Bihar,2024-06-17,50.3,0.0,42.0,47.1,54.5,47.1,1006.4,50.3,2024,6,17,169,7.399999999999999,0,Summer,3,Normal
Chhattisgarh,2024-06-17,43.4,0.3,45.3,37.9,50.6,9.0,984.5,43.4,2024,6,17,169,12.700000000000003,0,Summer,2,Low
Goa,2024-06-17,36.2,9.0,68.0,33.5,38.5,25.9,996.7,36.2,2024,6,17,169,5.0,0,Summer,1,Low
Gujarat,2024-06-17,52.7,0.0,15.0,39.5,61.8,18.1,1000.9,52.7,2024,6,17,169,22.299999999999997,0,Summer,2,Normal
Haryana,2024-06-17,54.2,0.4,15.0,45.5,63.2,21.2,996.5,54.2,2024,6,17,169,17.700000000000003,0,Summer,2,Low
Himachal Pradesh,2024-06-17,29.1,0.0,27.0,25.4,30.5,42.1,850.0,29.1,2024,6,17,169,5.100000000000001,0,Summer,1,Low
Jharkhand,2024-06-17,46.1,0.0,56.8,38.0,54.4,9.0,968.9,46.1,2024,6,17,169,16.4,0,Summer,2,Low
Karnataka,2024-06-17,32.5,3.1,47.8,25.3,40.0,22.5,916.5,34.7,2024,6,17,169,14.7,0,Summer,0,Low
Kerala,2024-06-17,41.1,0.3,83.3,39.0,41.3,28.3,1002.1,41.1,2024,6,17,169,2.299999999999997,0,Summer,2,Normal
Madhya Pradesh,2024-06-17,47.7,0.0,43.6,42.3,53.5,14.4,946.9,47.7,2024,6,17,169,11.200000000000003,0,Summer,2,Low
Maharashtra,2024-06-17,35.7,0.6,26.9,31.3,43.1,27.5,950.9,35.7,2024,6,17,169,11.8,0,Summer,1,Low
Manipur,2024-06-17,39.2,0.0,46.9,33.5,42.1,19.7,919.4,39.2,2024,6,17,169,8.600000000000001,0,Summer,1,Low
Meghalaya,2024-06-17,29.3,0.2,50.9,25.3,34.6,16.6,859.8,30.1,2024,6,17,169,9.3,0,Summer,0,Low
Mizoram,2024-06-17,32.5,0.3,59.8,27.2,36.6,13.9,885.4,32.5,2024,6,17,169,9.400000000000002,0,Summer,0,Low
Nagaland,2024-06-17,38.8,0.0,41.5,36.7,44.8,17.0,866.3,38.8,2024,6,17,169,8.099999999999994,0,Summer,1,Low
Odisha,2024-06-17,41.8,0.0,51.8,35.0,48.6,21.8,992.4,41.8,2024,6,17,169,13.600000000000001,0,Summer,2,Low
Punjab,2024-06-17,46.5,0.1,24.7,42.2,52.8,11.9,971.6,46.5,2024,6,17,169,10.599999999999994,0,Summer,2,Low
Rajasthan,2024-06-17,55.5,0.1,15.0,47.3,65.0,18.6,994.6,55.5,2024,6,17,169,17.700000000000003,0,Summer,2,Low
Sikkim,2024-06-17,24.4,0.5,43.8,15.5,34.2,40.9,850.0,24.4,2024,6,17,169,18.700000000000003,1,Summer,1,Low
Tamil Nadu,2024-06-17,42.2,0.0,69.0,41.4,45.1,28.0,1001.4,42.2,2024,6,17,169,3.700000000000003,0,Summer,2,Normal
Telangana,2024-06-17,44.6,0.2,24.2,34.3,53.0,13.2,945.8,44.6,2024,6,17,169,18.700000000000003,0,Summer,2,Low
Tripura,2024-06-17,42.6,0.0,53.9,37.6,44.0,17.2,987.4,42.6,2024,6,17,169,6.399999999999999,0,Summer,2,Low
Uttar Pradesh,2024-06-17,48.9,0.4,21.1,43.6,56.8,47.3,1000.5,48.9,2024,6,17,169,13.199999999999996,0,Summer,3,Normal
Uttarakhand,2024-06-17,36.0,0.0,35.5,28.6,45.0,37.4,864.0,36.0,2024,6,17,169,16.4,0,Summer,2,Low
West Bengal,2024-06-17,40.6,0.6,56.5,32.9,46.1,19.4,1015.8,40.6,2024,6,17,169,13.200000000000003,0,Summer,2,Normal
Andaman and Nicobar Islands,2024-06-17,30.5,0.0,98.0,26.0,33.8,38.5,1015.1,36.63333333333333,2024,6,17,169,7.799999999999997,0,Summer,1,Normal
Chandigarh,2024-06-17,51.2,0.0,32.5,47.4,53.1,14.0,982.0,51.2,2024,6,17,169,5.700000000000003,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-17,46.0,0.0,86.3,43.4,49.2,24.5,1019.8,46.0,2024,6,17,169,5.800000000000004,0,Summer,2,Normal
Delhi,2024-06-17,48.4,0.6,15.0,39.6,56.1,28.5,994.4,48.4,2024,6,17,169,16.5,0,Summer,2,Low
Jammu and Kashmir,2024-06-17,31.9,0.0,25.1,28.0,41.7,41.1,850.0,31.9,2024,6,17,169,13.700000000000003,0,Summer,1,Low
Ladakh,2024-06-17,25.4,1.6,15.0,10.7,42.7,28.9,850.0,25.4,2024,6,17,169,32.0,0,Summer,0,Low
Lakshadweep,2024-06-17,28.4,0.0,78.4,27.5,31.5,30.7,1009.5,32.8,2024,6,17,169,4.0,0,Summer,1,Normal
Puducherry,2024-06-17,32.2,0.0,85.7,27.0,40.6,27.4,1007.5,34.23666666666668,2024,6,17,169,13.600000000000001,0,Summer,0,Normal
Andhra Pradesh,2024-06-18,44.0,0.2,52.6,39.1,49.5,22.5,998.8,44.0,2024,6,18,170,10.399999999999999,0,Summer,2,Low
Arunachal Pradesh,2024-06-18,26.1,0.0,42.5,20.3,32.7,34.8,850.0,26.1,2024,6,18,170,12.400000000000002,1,Summer,1,Low
Assam,2024-06-18,44.9,0.0,62.3,38.5,53.5,16.8,1003.4,44.9,2024,6,18,170,15.0,0,Summer,2,Normal
Bihar,2024-06-18,45.8,0.7,42.8,41.1,52.2,24.4,1015.8,45.8,2024,6,18,170,11.100000000000001,0,Summer,2,Normal
Chhattisgarh,2024-06-18,45.7,0.0,37.9,37.9,50.5,12.4,973.2,45.7,2024,6,18,170,12.600000000000001,0,Summer,2,Low
Goa,2024-06-18,29.9,0.0,90.2,23.2,33.6,27.3,1015.1,34.10666666666666,2024,6,18,170,10.400000000000002,0,Summer,0,Normal
Gujarat,2024-06-18,43.1,0.3,15.0,31.3,59.3,18.4,991.2,43.1,2024,6,18,170,27.999999999999996,0,Summer,2,Low
Haryana,2024-06-18,46.3,3.4,21.0,42.0,50.0,51.8,993.0,46.3,2024,6,18,170,8.0,0,Summer,3,Low
Himachal Pradesh,2024-06-18,22.0,0.0,58.5,15.0,27.7,41.3,850.0,22.0,2024,6,18,170,12.7,1,Summer,1,Low
Jharkhand,2024-06-18,42.9,0.0,53.9,38.4,47.5,14.7,976.3,42.9,2024,6,18,170,9.100000000000001,0,Summer,2,Low
Karnataka,2024-06-18,32.2,0.0,60.1,23.5,39.5,23.5,919.2,32.2,2024,6,18,170,16.0,0,Summer,0,Low
Kerala,2024-06-18,35.2,0.3,71.4,29.3,41.0,27.8,1008.1,35.2,2024,6,18,170,11.7,0,Summer,1,Normal
Madhya Pradesh,2024-06-18,45.5,1.8,43.7,43.3,50.1,14.4,949.8,45.5,2024,6,18,170,6.800000000000004,0,Summer,2,Low
Maharashtra,2024-06-18,40.0,0.0,27.2,33.1,43.1,24.2,945.2,40.0,2024,6,18,170,10.0,0,Summer,1,Low
Manipur,2024-06-18,33.8,0.2,58.9,30.9,38.1,12.7,919.3,33.8,2024,6,18,170,7.200000000000003,0,Summer,0,Low
Meghalaya,2024-06-18,31.2,0.0,57.3,29.0,35.0,19.3,870.1,34.5,2024,6,18,170,6.0,0,Summer,0,Low
Mizoram,2024-06-18,28.7,0.0,61.7,25.1,32.6,16.6,884.5,30.8,2024,6,18,170,7.5,0,Summer,0,Low
Nagaland,2024-06-18,36.8,0.8,55.7,30.8,42.0,10.8,871.3,36.8,2024,6,18,170,11.2,0,Summer,1,Low
Odisha,2024-06-18,40.7,0.0,45.2,32.9,49.8,16.7,1000.3,40.7,2024,6,18,170,16.9,0,Summer,2,Normal
Punjab,2024-06-18,48.0,1.3,21.3,45.7,50.8,15.2,979.2,48.0,2024,6,18,170,5.099999999999994,0,Summer,2,Low
Rajasthan,2024-06-18,52.3,1.9,15.0,42.5,64.3,24.7,973.4,52.3,2024,6,18,170,21.799999999999997,0,Summer,2,Low
Sikkim,2024-06-18,24.8,0.4,49.6,14.1,36.8,41.5,850.0,24.8,2024,6,18,170,22.699999999999996,1,Summer,1,Low
Tamil Nadu,2024-06-18,44.3,0.0,82.2,44.3,44.8,30.7,1007.7,44.3,2024,6,18,170,0.5,0,Summer,3,Normal
Telangana,2024-06-18,39.6,1.7,19.2,33.9,47.3,18.1,959.4,39.6,2024,6,18,170,13.399999999999999,0,Summer,1,Low
Tripura,2024-06-18,45.6,0.0,38.7,38.8,50.0,14.7,1004.6,45.6,2024,6,18,170,11.200000000000003,0,Summer,2,Normal
Uttar Pradesh,2024-06-18,53.6,0.2,19.5,42.9,62.2,38.3,986.9,53.6,2024,6,18,170,19.300000000000004,0,Summer,3,Low
Uttarakhand,2024-06-18,34.1,0.7,41.2,22.2,42.5,45.7,857.0,35.9,2024,6,18,170,20.3,0,Summer,1,Low
West Bengal,2024-06-18,36.6,0.0,69.8,31.6,41.7,19.8,1015.0,36.6,2024,6,18,170,10.100000000000001,0,Summer,1,Normal
Andaman and Nicobar Islands,2024-06-18,32.6,0.7,79.6,28.0,37.9,33.7,999.0,32.78222222222222,2024,6,18,170,9.899999999999999,0,Summer,1,Low
Chandigarh,2024-06-18,46.7,1.3,35.9,42.0,53.0,11.6,978.6,46.7,2024,6,18,170,11.0,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-18,40.8,2.5,94.5,37.9,44.8,22.8,1001.3,41.841111111111104,2024,6,18,170,6.899999999999999,0,Summer,2,Normal
Delhi,2024-06-18,44.9,1.2,22.4,37.3,49.3,19.5,983.9,44.9,2024,6,18,170,12.0,0,Summer,2,Low
Jammu and Kashmir,2024-06-18,28.0,1.2,47.7,24.5,31.1,50.1,850.0,28.3,2024,6,18,170,6.600000000000001,1,Summer,1,Low
Ladakh,2024-06-18,15.0,0.0,15.0,4.7,29.4,27.8,850.0,15.0,2024,6,18,170,24.7,0,Summer,0,Low
Lakshadweep,2024-06-18,34.1,0.4,93.3,32.6,37.8,34.6,1022.1,37.48777777777778,2024,6,18,170,5.199999999999996,0,Summer,1,High
Puducherry,2024-06-18,38.4,0.0,67.5,35.3,40.1,30.8,1014.9,38.4,2024,6,18,170,4.800000000000004,0,Summer,2,Normal
Andhra Pradesh,2024-06-19,40.7,1.2,56.0,31.8,47.9,19.3,1000.4,40.7,2024,6,19,171,16.099999999999998,0,Summer,2,Normal
Arunachal Pradesh,2024-06-19,26.7,0.4,48.5,21.3,34.8,31.9,850.0,26.7,2024,6,19,171,13.499999999999996,1,Summer,1,Low
Assam,2024-06-19,41.0,0.0,46.5,33.7,45.9,11.7,993.6,41.0,2024,6,19,171,12.199999999999996,0,Summer,2,Low
Bihar,2024-06-19,48.2,2.1,52.2,41.6,55.4,19.4,1012.5,48.2,2024,6,19,171,13.799999999999997,0,Summer,2,Normal
Chhattisgarh,2024-06-19,44.1,0.2,42.9,39.3,48.0,19.9,971.3,44.1,2024,6,19,171,8.700000000000003,0,Summer,2,Low
Goa,2024-06-19,38.5,10.9,81.2,38.5,40.2,33.0,1006.7,38.5,2024,6,19,171,1.7000000000000028,0,Summer,2,Normal
Gujarat,2024-06-19,45.6,0.0,15.0,27.6,65.0,17.7,996.2,45.6,2024,6,19,171,37.4,0,Summer,2,Low
Haryana,2024-06-19,42.0,0.7,20.7,39.8,46.4,45.0,982.0,42.0,2024,6,19,171,6.600000000000001,0,Summer,3,Low
Himachal Pradesh,2024-06-19,27.1,1.7,54.3,18.3,37.0,36.7,850.0,27.8,2024,6,19,171,18.7,1,Summer,1,Low
Jharkhand,2024-06-19,46.8,0.2,33.0,42.9,50.5,14.4,973.8,46.8,2024,6,19,171,7.600000000000001,0,Summer,2,Low
Karnataka,2024-06-19,37.2,0.0,39.0,33.9,39.9,19.2,916.3,37.2,2024,6,19,171,6.0,0,Summer,1,Low
Kerala,2024-06-19,37.0,0.0,91.0,33.1,41.7,30.1,1007.2,38.58888888888888,2024,6,19,171,8.600000000000001,0,Summer,2,Normal
Madhya Pradesh,2024-06-19,46.4,0.0,50.9,40.3,53.3,6.2,954.2,46.4,2024,6,19,171,13.0,0,Summer,2,Low
Maharashtra,2024-06-19,42.1,0.0,24.6,33.7,50.4,24.7,953.5,42.1,2024,6,19,171,16.699999999999996,0,Summer,2,Low
Manipur,2024-06-19,35.2,0.0,43.8,29.7,43.3,13.0,921.3,38.8,2024,6,19,171,13.599999999999998,0,Summer,1,Low
Meghalaya,2024-06-19,33.5,1.3,63.6,28.1,37.6,20.7,869.6,33.5,2024,6,19,171,9.5,0,Summer,0,Low
Mizoram,2024-06-19,38.3,1.4,66.2,34.0,44.2,10.4,893.9,38.3,2024,6,19,171,10.200000000000003,0,Summer,1,Low
Nagaland,2024-06-19,34.6,0.1,55.6,28.7,41.2,17.5,867.1,34.6,2024,6,19,171,12.500000000000004,0,Summer,0,Low
Odisha,2024-06-19,45.5,0.8,49.6,40.2,51.8,23.6,1001.5,45.5,2024,6,19,171,11.599999999999994,0,Summer,2,Normal
Punjab,2024-06-19,49.8,0.0,22.0,44.9,55.9,12.6,986.9,49.8,2024,6,19,171,11.0,0,Summer,2,Low
Rajasthan,2024-06-19,60.0,0.3,15.0,47.4,65.0,24.5,981.6,60.3,2024,6,19,171,17.6,0,Summer,2,Low
Sikkim,2024-06-19,24.8,5.2,49.9,20.4,28.7,37.0,850.0,24.8,2024,6,19,171,8.3,1,Summer,1,Low
Tamil Nadu,2024-06-19,39.9,0.5,78.7,38.3,41.2,27.8,992.6,39.9,2024,6,19,171,2.9000000000000057,0,Summer,1,Low
Telangana,2024-06-19,42.5,0.0,19.4,38.8,46.2,19.1,962.5,42.5,2024,6,19,171,7.400000000000006,0,Summer,2,Low
Tripura,2024-06-19,38.8,0.0,55.8,36.1,43.9,13.3,987.4,38.8,2024,6,19,171,7.799999999999997,0,Summer,1,Low
Uttar Pradesh,2024-06-19,51.1,2.1,27.1,42.7,55.4,49.1,1001.4,51.1,2024,6,19,171,12.699999999999996,0,Summer,3,Normal
Uttarakhand,2024-06-19,35.1,0.0,38.0,30.3,42.6,27.2,861.1,35.1,2024,6,19,171,12.3,0,Summer,1,Low
West Bengal,2024-06-19,44.9,0.0,65.1,42.4,49.3,25.3,1020.0,44.9,2024,6,19,171,6.899999999999999,0,Summer,2,Normal
Andaman and Nicobar Islands,2024-06-19,33.0,1.8,91.0,23.3,40.5,32.2,1011.2,36.18888888888889,2024,6,19,171,17.2,0,Summer,1,Normal
Chandigarh,2024-06-19,50.9,0.0,37.4,46.5,54.8,11.2,964.6,50.9,2024,6,19,171,8.299999999999997,0,Summer,2,Low
Dadra and Nagar Haveli and Daman and Diu,2024-06-19,35.2,0.0,78.0,33.6,36.6,25.4,1011.8,35.2,2024,6,19,171,3.0,0,Summer,1,Normal
Delhi,2024-06-19,49.3,0.9,18.5,46.1,51.0,43.1,986.1,49.3,2024,6,19,171,4.899999999999999,0,Summer,3,Low
Jammu and Kashmir,2024-06-19,28.4,1.1,46.6,18.9,37.2,32.4,850.0,28.5,2024,6,19,171,18.300000000000004,0,Summer,1,Low
Ladakh,2024-06-19,17.2,0.4,15.0,3.5,30.3,28.7,850.0,17.2,2024,6,19,171,26.8,0,Summer,0,Low
Lakshadweep,2024-06-19,29.4,0.0,93.2,24.7,32.4,31.9,1011.0,39.5,2024,6,19,171,7.699999999999999,0,Summer,1,Normal
Puducherry,2024-06-19,37.6,0.0,70.7,36.1,40.7,30.7,1010.5,37.6,2024,6,19,171,4.600000000000001,0,Summer,2,Normal
Andhra Pradesh,2024-06-20,41.9,0.5,34.5,34.9,49.7,24.4,985.2,41.9,2024,6,20,172,14.800000000000004,0,Summer,2,Low
Arunachal Pradesh,2024-06-20,27.7,1.7,45.9,21.2,31.5,46.5,850.0,27.9,2024,6,20,172,10.3,1,Summer,1,Low
Assam,2024-06-20,49.4,0.0,40.8,41.5,57.9,12.3,1004.3,49.4,2024,6,20,172,16.4,0,Summer,2,Normal
Bihar,2024-06-20,48.3,0.0,36.2,42.5,53.2,28.1,1010.6,48.3,2024,6,20,172,10.700000000000003,0,Summer,2,Normal
Chhattisgarh,2024-06-20,46.2,0.1,36.5,37.4,52.6,4.4,969.3,46.2,2024,6,20,172,15.200000000000003,0,Summer,2,Low
Goa,2024-06-20,32.8,0.1,82.2,29.3,38.1,30.4,1020.1,33.62444444444444,2024,6,20,172,8.8,0,Summer,1,High
Gujarat,2024-06-20,50.9,0.0,15.0,36.3,65.0,16.3,1006.5,50.9,2024,6,20,172,28.700000000000003,0,Summer,2,Normal
Haryana,2024-06-20,51.5,0.0,23.1,45.9,55.7,49.7,991.5,51.5,2024,6,20,172,9.800000000000004,0,Summer,3,Low
Himachal Pradesh,2024-06-20,30.6,1.7,43.0,23.5,38.5,42.6,850.0,30.8,2024,6,20,172,15.0,0,Summer,1,Low
Jharkhand,2024-06-20,48.4,0.9,46.4,42.1,53.6,11.3,973.8,48.4,2024,6,20,172,11.5,0,Summer,2,Low
Karnataka,2024-06-20,35.1,0.4,40.8,28.8,43.3,21.9,910.2,37.6,2024,6,20,172,14.499999999999996,0,Summer,1,Low
Kerala,2024-06-20,36.5,0.0,83.6,33.3,42.4,27.5,1006.6,36.5,2024,6,20,172,9.100000000000001,0,Summer,1,Normal
Madhya Pradesh,2024-06-20,44.0,0.0,48.4,40.6,49.6,14.7,963.2,44.0,2024,6,20,172,9.0,0,Summer,2,Low
Maharashtra,2024-06-20,45.7,1.4,15.6,38.4,55.7,22.4,947.8,45.7,2024,6,20,172,17.300000000000004,0,Summer,2,Low
Manipur,2024-06-20,38.0,0.0,62.3,33.2,44.3,12.4,916.3,38.0,2024,6,20,172,11.099999999999994,0,Summer,1,Low
Meghalaya,2024-06-20,28.6,1.1,64.6,19.5,37.8,10.4,859.7,31.1,2024,6,20,172,18.299999999999997,0,Summer,0,Low
Mizoram,2024-06-20,33.6,0.8,51.1,30.2,39.2,8.0,908.1,37.9,2024,6,20,172,9.000000000000004,0,Summer,0,Low
Nagaland,2024-06-20,33.7,0.7,50.8,26.6,38.8,23.8,872.9,37.9,2024,6,20,172,12.199999999999996,0,Summer,0,Low
Odisha,2024-06-20,42.2,0.0,54.0,38.0,48.0,25.6,998.5,42.2,2024,6,20,172,10.0,0,Summer,2,Low
Punjab,2024-06-20,46.6,0.7,31.9,41.3,51.7,22.6,966.4,46.6,2024,6,20,172,10.400000000000006,0,Summer,2,Low
Rajasthan,2024-06-20,57.9,0.2,15.0,46.4,65.0,25.2,965.9,57.9,2024,6,20,172,18.6,0,Summer,2,Low
Sikkim,2024-06-20,26.9,0.4,40.2,24.4,28.6,45.7,850.0,26.9,2024,6,20,172,4.200000000000003,1,Summer,1,Low
Tamil Nadu,2024-06-20,38.0,0.0,76.7,32.8,42.4,20.8,1011.0,38.0,2024,6,20,172,9.600000000000001,0,Summer,1,Normal
