Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C
Manipur,2024-05-21,35.6,0.0,58.1,29.9,43.2,9.4,915.3,45.9
Meghalaya,2024-05-21,29.4,0.0,64.4,24.7,36.6,7.5,866.5,32.6
Mizoram,2024-05-21,30.3,0.4,60.5,22.4,38.1,14.3,904.8,33.5
Nagaland,2024-05-21,35.3,0.0,37.0,32.2,43.3,15.0,864.6,35.3
Odisha,2024-05-21,45.4,10.6,40.9,40.2,48.6,21.9,999.1,64.9
Punjab,2024-05-21,49.5,0.0,19.7,43.1,54.9,18.8,987.5,49.5
Rajasthan,2024-05-21,59.1,0.2,15.0,48.8,73.2,18.7,977.4,59.1
Sikkim,2024-05-21,20.2,1.1,42.1,11.6,31.0,42.0,783.4,20.2
Tamil Nadu,2024-05-21,36.9,0.0,86.2,34.8,35.0,27.6,999.3,71.2
Telangana,2024-05-21,49.7,0.4,15.0,43.8,54.3,23.6,949.5,49.7
Tripura,2024-05-21,46.5,0.0,48.1,38.7,54.2,12.1,1009.0,77.5
Uttar Pradesh,2024-05-21,48.9,0.0,38.8,43.6,54.0,50.5,1004.6,48.9
Uttarakhand,2024-05-21,32.8,1.3,33.9,25.7,42.6,34.5,863.2,32.8
West Bengal,2024-05-21,46.0,0.5,56.0,38.1,54.0,16.8,1017.0,85.1
Andaman and Nicobar Islands,2024-05-21,30.4,0.0,84.3,27.5,31.9,44.3,1006.8,40.2
Chandigarh,2024-05-21,43.8,0.0,27.4,36.7,53.6,16.1,978.6,43.8
Dadra and Nagar Haveli and Daman and Diu,2024-05-21,41.6,0.0,88.2,36.7,47.2,22.5,1013.5,103.2
Delhi,2024-05-21,44.0,0.2,15.0,36.0,50.6,32.2,972.7,44.0
Jammu and Kashmir,2024-05-21,26.3,2.3,41.3,20.5,30.0,41.9,819.5,26.3
Ladakh,2024-05-21,14.4,0.0,15.0,3.3,24.5,27.2,603.9,14.4
Lakshadweep,2024-05-21,28.4,0.9,87.0,24.9,32.2,40.3,1008.8,34.5
Puducherry,2024-05-21,35.8,2.6,73.3,30.7,39.6,22.8,1018.3,55.6
Andhra Pradesh,2024-05-22,40.1,0.3,40.5,34.7,44.6,25.6,985.9,48.8
Arunachal Pradesh,2024-05-22,23.4,0.0,56.6,15.9,31.0,45.4,753.8,23.4
Assam,2024-05-22,44.2,1.5,52.7,35.4,52.4,12.7,985.9,73.0
Bihar,2024-05-22,52.0,0.8,36.5,48.8,57.8,33.2,1005.9,52.0
Chhattisgarh,2024-05-22,42.6,0.2,48.9,36.2,50.0,16.0,976.9,63.0
Goa,2024-05-22,33.1,2.9,75.2,31.7,36.0,18.9,1027.8,46.2
Gujarat,2024-05-22,46.3,0.3,15.0,38.0,55.0,15.9,989.8,46.3
Haryana,2024-05-22,50.6,1.7,16.3,44.1,56.8,25.5,1001.8,50.6
Himachal Pradesh,2024-05-22,28.0,0.0,32.6,21.3,39.9,41.3,749.6,28.0
Jharkhand,2024-05-22,49.2,1.1,45.8,39.5,56.7,14.7,983.8,85.8
Karnataka,2024-05-22,35.3,1.2,45.3,28.7,41.1,21.6,923.2,39.7
Kerala,2024-05-22,36.3,0.5,65.2,33.0,38.9,30.1,1015.8,52.4
Madhya Pradesh,2024-05-22,46.5,0.7,31.4,39.6,52.9,23.2,936.9,46.5
Maharashtra,2024-05-22,38.2,0.2,19.5,32.1,44.5,24.2,935.0,38.2
Manipur,2024-05-22,34.9,0.0,58.9,27.0,42.7,12.6,924.3,44.3
Meghalaya,2024-05-22,31.1,0.4,67.6,27.2,35.4,12.6,868.2,37.1
Mizoram,2024-05-22,28.1,0.9,73.1,24.1,33.7,11.6,890.2,31.3
Nagaland,2024-05-22,37.9,2.7,59.3,28.8,45.2,9.9,869.5,54.3
Odisha,2024-05-22,47.1,0.0,53.2,38.9,55.1,22.0,999.2,86.6
Punjab,2024-05-22,49.5,0.1,38.6,43.2,55.6,15.0,977.0,49.5
Rajasthan,2024-05-22,51.1,0.0,15.0,37.7,61.3,25.8,983.4,51.1
Sikkim,2024-05-22,17.7,0.0,45.6,10.3,24.2,28.2,792.3,17.7
Tamil Nadu,2024-05-22,40.4,0.2,70.7,37.6,45.0,29.7,1010.6,74.5
Telangana,2024-05-22,41.8,0.0,30.8,34.3,52.3,15.5,960.5,41.8
Tripura,2024-05-22,37.9,0.0,43.4,30.7,43.9,15.4,997.4,44.7
Uttar Pradesh,2024-05-22,51.6,2.1,38.8,49.5,54.6,21.8,993.4,51.6
Uttarakhand,2024-05-22,33.8,0.0,30.5,30.5,38.8,31.6,869.0,33.8
West Bengal,2024-05-22,35.6,0.0,57.9,31.9,40.4,23.9,1004.6,45.9
Andaman and Nicobar Islands,2024-05-22,30.4,0.0,80.7,24.7,32.2,32.7,1011.1,39.1
Chandigarh,2024-05-22,50.0,0.0,37.9,47.2,54.3,6.5,976.5,50.0
Dadra and Nagar Haveli and Daman and Diu,2024-05-22,36.1,0.0,79.6,29.8,41.4,32.0,1004.5,61.4
Delhi,2024-05-22,43.1,0.0,15.0,35.8,50.4,24.1,994.4,43.1
Jammu and Kashmir,2024-05-22,28.4,0.0,57.1,21.9,37.2,42.6,798.9,29.7
Ladakh,2024-05-22,19.0,0.0,15.0,8.4,31.2,32.4,602.2,19.0
Lakshadweep,2024-05-22,33.9,18.9,94.2,29.5,39.1,35.7,993.3,60.9
Puducherry,2024-05-22,42.3,2.2,80.2,41.9,46.0,30.6,1008.5,97.2
Andhra Pradesh,2024-05-23,44.3,20.4,64.1,37.0,53.7,28.0,980.5,87.3
Arunachal Pradesh,2024-05-23,25.1,0.6,36.5,20.4,29.0,31.8,770.7,25.1
Assam,2024-05-23,44.0,0.0,43.7,38.7,46.6,11.6,999.4,63.1
Bihar,2024-05-23,45.2,0.3,50.6,40.1,49.2,27.0,1002.9,74.8
Chhattisgarh,2024-05-23,47.8,0.0,42.5,41.8,52.6,12.5,978.6,75.8
Goa,2024-05-23,28.1,3.2,92.6,20.7,34.4,34.3,1011.0,34.8
Gujarat,2024-05-23,43.3,6.6,15.0,29.7,55.7,25.4,988.1,43.3
Haryana,2024-05-23,47.6,0.0,15.0,45.5,51.2,33.4,992.5,47.6
Himachal Pradesh,2024-05-23,24.4,0.0,48.4,18.4,31.8,27.1,742.0,24.4
Jharkhand,2024-05-23,46.9,0.0,48.7,38.4,58.2,16.9,969.9,79.8
Karnataka,2024-05-23,39.3,1.5,37.7,31.0,44.8,24.7,922.9,39.3
Kerala,2024-05-23,40.1,14.5,84.4,38.7,39.3,16.6,1011.1,88.5
Madhya Pradesh,2024-05-23,45.4,0.0,42.1,39.2,54.1,19.1,958.0,66.3
Maharashtra,2024-05-23,38.6,0.0,27.8,36.3,45.3,12.2,950.4,38.6
Manipur,2024-05-23,35.1,1.1,64.4,25.5,44.6,15.0,921.7,47.7
Meghalaya,2024-05-23,20.2,0.0,75.3,13.1,27.9,12.0,873.4,20.2
Mizoram,2024-05-23,34.6,0.0,54.1,31.1,40.5,7.1,893.7,41.4
Nagaland,2024-05-23,36.2,0.0,49.4,33.3,39.6,17.3,872.5,43.2
Odisha,2024-05-23,45.1,0.0,44.2,40.2,48.1,23.6,1002.3,67.3
Punjab,2024-05-23,43.8,2.4,32.0,36.6,50.3,16.4,997.2,43.8
Rajasthan,2024-05-23,58.1,0.3,15.0,48.1,70.7,20.1,979.3,58.1
Sikkim,2024-05-23,20.2,0.5,51.6,17.0,23.1,31.3,788.5,20.2
Tamil Nadu,2024-05-23,42.3,0.4,76.6,40.5,47.7,22.5,994.3,92.6
Telangana,2024-05-23,38.4,0.0,25.1,28.7,46.3,12.9,961.7,38.4
Tripura,2024-05-23,43.7,0.9,47.8,36.9,51.4,20.7,1013.0,65.7
Uttar Pradesh,2024-05-23,45.9,0.0,31.9,37.4,54.4,27.3,1006.9,45.9
Uttarakhand,2024-05-23,36.7,0.5,33.1,28.9,40.5,45.2,862.0,36.7
West Bengal,2024-05-23,46.2,0.0,47.4,42.5,53.6,26.7,1009.4,75.1
Andaman and Nicobar Islands,2024-05-23,29.2,0.0,97.2,28.0,30.3,38.6,1014.5,40.2
Chandigarh,2024-05-23,48.4,0.0,21.0,46.4,54.6,15.4,975.9,48.4
Dadra and Nagar Haveli and Daman and Diu,2024-05-23,41.3,2.0,79.8,38.3,46.0,29.7,997.7,90.3
Delhi,2024-05-23,43.6,0.0,24.0,36.6,51.8,51.9,993.5,43.6
Jammu and Kashmir,2024-05-23,31.8,0.9,40.1,23.1,40.9,26.8,808.2,32.0
Ladakh,2024-05-23,16.1,0.0,15.0,3.8,31.0,15.0,605.7,16.1
Lakshadweep,2024-05-23,31.4,1.6,94.0,27.1,38.6,28.4,1011.5,48.2
Puducherry,2024-05-23,33.8,0.0,89.2,30.4,33.4,24.9,1007.3,56.7
Andhra Pradesh,2024-05-24,47.5,0.0,54.1,43.4,51.3,18.8,997.8,90.2
Arunachal Pradesh,2024-05-24,22.5,2.1,37.9,17.3,27.3,34.1,759.0,22.5
Assam,2024-05-24,43.3,0.7,50.2,39.3,48.5,14.4,1001.7,66.8
Bihar,2024-05-24,51.4,0.0,55.2,41.4,60.1,32.5,1004.3,113.1
Chhattisgarh,2024-05-24,47.5,0.0,30.0,42.8,53.5,13.7,984.4,47.5
Goa,2024-05-24,39.8,1.3,81.3,34.6,45.8,21.0,1016.0,82.9
Gujarat,2024-05-24,43.5,0.0,15.0,31.0,56.4,12.7,1002.4,43.5
Haryana,2024-05-24,46.8,0.5,15.0,39.7,52.5,46.6,970.5,46.8
Himachal Pradesh,2024-05-24,16.7,0.3,56.2,11.9,22.4,45.9,737.2,16.7
Jharkhand,2024-05-24,38.6,0.0,47.5,32.9,44.4,7.8,978.8,48.7
Karnataka,2024-05-24,30.7,0.0,39.2,22.0,39.7,21.2,919.1,30.7
Kerala,2024-05-24,37.9,0.5,83.1,33.9,41.3,21.4,1007.5,73.8
Madhya Pradesh,2024-05-24,47.5,0.0,29.2,41.2,54.8,16.4,962.7,47.5
Maharashtra,2024-05-24,34.3,0.4,26.8,30.4,40.5,16.5,949.8,34.3
Manipur,2024-05-24,39.8,0.0,57.4,34.4,44.6,14.4,910.7,59.8
Meghalaya,2024-05-24,26.6,0.0,70.4,16.9,35.3,9.2,863.0,26.6
Mizoram,2024-05-24,32.1,1.4,46.8,27.8,36.3,8.2,886.5,33.9
Nagaland,2024-05-24,38.0,0.1,48.8,30.8,40.6,11.6,868.7,48.0
Odisha,2024-05-24,45.1,0.1,29.6,40.9,51.0,25.0,1001.0,45.1
Punjab,2024-05-24,48.8,0.0,22.1,41.2,57.0,18.6,991.2,48.8
Rajasthan,2024-05-24,59.2,0.0,15.0,42.2,75.4,11.9,979.2,59.2
Sikkim,2024-05-24,13.1,0.6,50.3,9.2,18.7,40.6,794.0,13.1
Tamil Nadu,2024-05-24,41.3,18.3,66.8,39.0,48.4,18.7,987.9,74.9
Telangana,2024-05-24,41.4,0.2,16.1,33.5,52.1,13.6,951.7,41.4
Tripura,2024-05-24,46.5,0.0,39.8,37.6,52.5,7.6,1005.5,46.5
Uttar Pradesh,2024-05-24,51.0,2.5,15.0,44.5,56.0,52.7,995.2,51.0
Uttarakhand,2024-05-24,28.6,1.4,36.2,21.4,37.5,44.3,857.8,28.6
West Bengal,2024-05-24,44.8,0.2,52.4,41.6,48.4,25.2,1013.2,75.2
Andaman and Nicobar Islands,2024-05-24,33.4,0.0,81.9,32.0,34.6,33.0,1008.1,50.6
Chandigarh,2024-05-24,49.2,0.0,17.6,40.3,57.0,13.5,984.3,49.2
Dadra and Nagar Haveli and Daman and Diu,2024-05-24,38.9,1.1,68.5,35.6,43.7,18.9,1015.4,65.5
Delhi,2024-05-24,49.1,0.7,15.1,45.7,55.9,45.0,979.7,49.1
Jammu and Kashmir,2024-05-24,32.6,0.4,43.5,26.1,38.1,40.8,809.7,33.9
Ladakh,2024-05-24,20.6,1.0,15.0,3.4,32.8,17.3,586.2,20.6
Lakshadweep,2024-05-24,38.7,0.0,98.0,38.0,40.4,30.7,1029.1,95.3
Puducherry,2024-05-24,33.0,2.4,89.2,28.6,35.0,24.4,1005.8,53.2
Andhra Pradesh,2024-05-25,44.6,0.0,49.0,38.8,52.2,19.6,987.3,70.6
Arunachal Pradesh,2024-05-25,24.0,0.0,30.2,17.5,28.5,39.2,769.7,24.0
Assam,2024-05-25,37.0,0.0,49.3,32.3,41.6,14.6,1000.2,45.3
Bihar,2024-05-25,54.6,0.0,35.1,48.6,61.8,32.4,1005.8,54.6
Chhattisgarh,2024-05-25,46.3,2.1,37.5,38.7,53.1,12.9,973.9,46.3
Goa,2024-05-25,37.6,0.1,78.4,34.7,42.0,23.6,1004.4,67.5
Gujarat,2024-05-25,47.7,1.1,15.0,31.1,63.8,13.8,1000.1,47.7
Haryana,2024-05-25,54.3,0.0,15.0,46.5,61.5,54.2,987.2,54.3
Himachal Pradesh,2024-05-25,25.1,0.4,41.7,20.6,29.3,34.3,738.4,25.1
Jharkhand,2024-05-25,49.4,0.0,45.1,42.0,56.9,5.3,977.4,85.6
Karnataka,2024-05-25,30.5,1.2,52.7,22.2,38.8,20.7,916.3,32.3
Kerala,2024-05-25,28.8,0.0,90.6,27.0,29.4,28.9,1018.0,36.6
Madhya Pradesh,2024-05-25,42.0,0.0,26.3,32.9,49.9,12.8,957.2,42.0
Maharashtra,2024-05-25,32.3,0.7,38.0,27.9,39.5,28.8,933.9,32.3
Manipur,2024-05-25,40.3,0.6,49.0,33.6,43.0,12.7,917.8,55.1
Meghalaya,2024-05-25,32.8,1.2,49.1,25.1,35.6,12.3,859.2,35.7
Mizoram,2024-05-25,31.0,0.7,56.6,25.7,37.7,14.8,902.7,33.9
Nagaland,2024-05-25,30.4,0.0,64.0,23.0,38.6,20.0,864.8,34.4
Odisha,2024-05-25,37.6,0.0,53.8,30.1,45.4,21.3,986.5,49.7
Punjab,2024-05-25,48.0,0.1,27.0,38.6,53.4,18.3,982.2,48.0
Rajasthan,2024-05-25,58.8,0.0,15.0,45.7,71.9,18.8,983.1,58.8
Sikkim,2024-05-25,22.6,1.2,47.4,19.7,27.5,34.5,791.8,22.6
Tamil Nadu,2024-05-25,41.2,4.3,86.6,35.1,43.9,25.5,994.8,98.7
Telangana,2024-05-25,44.7,0.0,15.0,36.6,50.5,19.3,962.9,44.7
Tripura,2024-05-25,49.7,0.0,42.1,43.5,55.6,11.8,1006.3,82.6
Uttar Pradesh,2024-05-25,45.4,0.0,26.1,38.6,48.7,50.9,996.7,45.4
Uttarakhand,2024-05-25,33.4,0.8,27.8,28.5,37.5,47.4,852.3,33.4
West Bengal,2024-05-25,46.2,2.4,40.9,41.3,52.4,16.2,1013.0,67.9
Andaman and Nicobar Islands,2024-05-25,32.7,0.0,76.6,29.7,34.4,28.6,1006.2,45.4
Chandigarh,2024-05-25,47.0,1.2,30.0,42.5,50.9,17.9,982.1,47.0
Dadra and Nagar Haveli and Daman and Diu,2024-05-25,36.0,0.0,77.2,30.6,38.0,15.9,1017.9,59.3
Delhi,2024-05-25,54.1,0.0,27.1,45.6,61.6,21.1,991.1,54.1
Jammu and Kashmir,2024-05-25,27.8,0.5,48.2,17.7,36.6,45.5,808.1,28.1
Ladakh,2024-05-25,12.1,0.0,15.0,5.0,16.2,32.7,596.6,12.1
Lakshadweep,2024-05-25,32.6,0.0,92.4,31.7,36.2,36.0,1016.1,52.9
Puducherry,2024-05-25,30.9,0.1,85.1,30.0,33.9,24.9,1017.5,42.6
Andhra Pradesh,2024-05-26,42.0,0.1,38.3,34.9,49.2,18.6,984.2,42.0
Arunachal Pradesh,2024-05-26,25.2,0.0,44.5,15.5,30.8,40.6,767.2,25.2
Assam,2024-05-26,35.1,1.8,50.7,30.1,37.9,16.4,998.8,41.2
Bihar,2024-05-26,54.0,0.6,48.3,46.6,57.8,32.7,1001.8,114.5
Chhattisgarh,2024-05-26,46.0,0.0,41.9,42.8,47.3,12.4,976.9,68.0
Goa,2024-05-26,33.2,0.0,83.8,29.0,34.8,29.4,1001.2,50.8
Gujarat,2024-05-26,46.3,0.0,15.0,41.7,50.2,21.0,1002.2,46.3
Haryana,2024-05-26,52.0,0.0,15.0,42.9,59.1,51.1,987.6,52.0
Himachal Pradesh,2024-05-26,25.8,0.0,56.8,16.2,35.0,35.0,731.4,25.8
Jharkhand,2024-05-26,51.8,0.1,52.7,46.1,55.9,10.3,966.2,110.8
Karnataka,2024-05-26,33.9,0.6,37.9,25.1,41.2,28.8,917.4,33.9
Kerala,2024-05-26,38.9,1.1,73.5,37.6,42.9,30.4,1014.4,70.0
Madhya Pradesh,2024-05-26,44.0,0.0,44.4,36.7,47.8,15.1,952.5,63.5
Maharashtra,2024-05-26,39.9,2.9,24.2,34.3,46.1,20.1,939.4,39.9
Manipur,2024-05-26,38.5,0.5,70.6,31.0,47.5,13.1,908.4,65.4
Meghalaya,2024-05-26,25.8,0.0,62.2,19.9,30.7,18.1,866.3,25.8
Mizoram,2024-05-26,35.0,0.6,77.8,29.2,42.3,7.6,898.9,54.9
Nagaland,2024-05-26,29.1,0.8,70.3,26.1,32.0,7.6,891.2,33.1
Odisha,2024-05-26,44.2,0.0,57.2,36.1,51.3,17.1,1000.0,78.1
Punjab,2024-05-26,48.5,0.0,32.0,44.6,56.6,14.9,987.9,48.5
Rajasthan,2024-05-26,56.3,0.0,15.0,51.8,60.3,26.4,982.3,56.3
Sikkim,2024-05-26,25.5,0.4,62.3,20.4,29.5,40.6,790.7,25.5
Tamil Nadu,2024-05-26,41.6,2.5,87.3,36.8,45.3,23.8,999.7,102.5
Telangana,2024-05-26,43.8,1.2,18.2,36.0,50.5,12.1,956.5,43.8
Tripura,2024-05-26,44.0,0.3,29.7,36.7,50.1,10.1,1000.2,44.0
Uttar Pradesh,2024-05-26,49.6,0.7,37.3,44.0,56.6,22.3,996.4,49.6
Uttarakhand,2024-05-26,33.6,0.0,32.7,29.9,39.8,43.9,868.7,33.6
West Bengal,2024-05-26,42.6,0.2,60.2,35.4,51.6,17.6,1012.9,74.3
Andaman and Nicobar Islands,2024-05-26,28.5,0.0,98.0,24.6,27.6,31.3,1014.3,37.8
Chandigarh,2024-05-26,49.6,0.0,28.5,44.6,54.6,21.5,979.0,49.6
Dadra and Nagar Haveli and Daman and Diu,2024-05-26,37.5,0.4,69.5,33.7,41.6,24.9,1000.8,59.8
Delhi,2024-05-26,61.9,0.6,15.6,57.9,67.8,15.7,974.5,61.9
Jammu and Kashmir,2024-05-26,31.5,1.2,39.8,30.3,35.4,47.3,813.4,31.5
Ladakh,2024-05-26,14.7,0.0,15.0,9.0,18.2,25.9,601.7,14.7
Lakshadweep,2024-05-26,36.7,1.8,93.1,33.2,43.4,45.5,1021.3,76.2
Puducherry,2024-05-26,34.9,31.0,90.6,28.3,40.4,25.1,996.2,63.3
Andhra Pradesh,2024-05-27,43.4,0.0,52.4,37.5,52.1,20.9,1002.6,69.2
Arunachal Pradesh,2024-05-27,25.2,0.7,36.5,16.6,33.8,44.3,767.2,25.2
Assam,2024-05-27,43.4,4.8,25.1,39.6,48.4,14.8,1007.1,43.4
Bihar,2024-05-27,51.5,0.2,33.3,45.3,57.9,29.0,1003.5,51.5
Chhattisgarh,2024-05-27,47.1,0.0,26.1,45.9,51.1,13.9,987.5,47.1
Goa,2024-05-27,40.4,0.2,74.7,37.8,43.8,17.9,1011.6,79.0
Gujarat,2024-05-27,55.2,0.0,15.0,41.1,70.0,18.4,1010.2,55.2
Haryana,2024-05-27,44.0,0.2,25.8,37.8,47.5,51.9,982.8,44.0
Himachal Pradesh,2024-05-27,29.9,0.6,52.2,24.5,35.2,46.9,747.7,31.3
Jharkhand,2024-05-27,46.1,0.0,25.3,44.4,51.3,8.2,975.2,46.1
Karnataka,2024-05-27,34.1,0.0,45.8,28.2,37.5,18.6,919.9,37.3
Kerala,2024-05-27,38.3,0.0,61.8,35.6,44.7,32.7,1015.8,57.4
Madhya Pradesh,2024-05-27,38.5,4.4,31.0,36.0,42.5,20.4,959.4,38.5
Maharashtra,2024-05-27,41.9,0.0,15.0,35.7,48.8,16.4,947.8,41.9
Manipur,2024-05-27,38.4,0.0,52.7,30.4,43.9,17.6,916.2,51.5
Meghalaya,2024-05-27,38.9,0.0,58.1,33.0,44.2,18.9,874.8,56.7
Mizoram,2024-05-27,37.4,0.0,51.6,30.6,44.5,13.8,891.6,47.9
Nagaland,2024-05-27,36.6,0.0,48.6,28.9,41.9,18.4,872.9,44.1
Odisha,2024-05-27,42.1,0.2,68.9,37.4,48.5,29.3,985.3,81.4
Punjab,2024-05-27,44.4,0.0,21.9,39.4,50.0,14.5,990.9,44.4
Rajasthan,2024-05-27,58.7,4.9,15.0,49.1,67.4,24.5,983.8,58.7
Sikkim,2024-05-27,14.9,0.0,38.7,5.2,20.6,47.2,794.1,14.9
Tamil Nadu,2024-05-27,37.0,0.0,71.7,32.9,40.3,27.1,996.8,59.5
Telangana,2024-05-27,40.1,0.0,28.6,38.2,41.3,17.8,963.4,40.1
Tripura,2024-05-27,46.4,2.8,26.2,38.4,54.2,13.0,1002.3,46.4
Uttar Pradesh,2024-05-27,45.4,0.6,22.1,39.8,50.5,46.4,995.7,45.4
Uttarakhand,2024-05-27,31.8,0.9,30.6,25.0,37.0,40.7,852.6,31.8
West Bengal,2024-05-27,42.2,0.0,58.9,38.9,48.4,21.0,1010.2,71.0
Andaman and Nicobar Islands,2024-05-27,26.8,1.2,80.4,21.7,31.5,28.0,1005.1,26.8
Chandigarh,2024-05-27,46.8,0.0,28.2,40.2,54.6,7.9,982.6,46.8
Dadra and Nagar Haveli and Daman and Diu,2024-05-27,38.4,0.0,76.9,37.2,43.8,30.6,1005.3,70.6
Delhi,2024-05-27,57.2,3.4,22.3,53.1,66.7,49.4,990.6,57.2
Jammu and Kashmir,2024-05-27,21.7,0.0,42.3,14.6,28.9,42.3,816.0,21.7
Ladakh,2024-05-27,20.0,0.0,15.0,4.5,34.8,33.3,607.5,20.0
Lakshadweep,2024-05-27,28.3,0.1,85.6,27.2,30.1,29.7,1018.8,33.9
Puducherry,2024-05-27,37.0,0.1,76.7,33.2,38.1,29.5,1012.0,63.1
Andhra Pradesh,2024-05-28,45.2,0.6,58.0,40.3,48.3,22.0,998.7,83.9
Arunachal Pradesh,2024-05-28,20.3,0.0,52.0,13.5,28.9,35.6,760.3,20.3
Assam,2024-05-28,41.4,2.6,52.5,35.1,47.3,10.8,998.5,61.5
Bihar,2024-05-28,43.9,0.9,55.9,38.3,48.4,47.3,998.9,75.1
Chhattisgarh,2024-05-28,47.9,0.1,33.2,40.1,54.6,11.2,973.6,47.9
Goa,2024-05-28,43.0,1.5,82.5,40.4,43.5,27.4,1024.1,105.4
Gujarat,2024-05-28,46.7,0.9,15.0,32.8,60.5,21.2,983.0,46.7
Haryana,2024-05-28,48.2,0.0,17.9,41.8,51.2,47.7,990.4,48.2
Himachal Pradesh,2024-05-28,26.8,0.7,34.7,15.7,35.2,40.3,728.9,26.8
Jharkhand,2024-05-28,43.2,0.6,41.5,35.6,49.3,21.3,994.5,58.4
Karnataka,2024-05-28,34.9,0.4,46.1,27.5,37.5,23.2,925.5,38.9
Kerala,2024-05-28,35.5,0.0,71.9,31.9,35.7,26.8,1012.7,53.6
Madhya Pradesh,2024-05-28,43.4,0.0,31.8,35.9,50.8,12.0,957.4,43.4
Maharashtra,2024-05-28,41.0,0.6,33.5,32.1,48.5,21.0,929.3,41.0
Manipur,2024-05-28,38.5,0.6,50.3,35.3,43.5,5.3,914.5,50.4
Meghalaya,2024-05-28,35.2,0.0,46.6,28.0,42.6,9.7,869.8,39.8
Mizoram,2024-05-28,31.5,0.7,48.0,27.2,36.8,5.9,889.2,33.1
Nagaland,2024-05-28,28.8,0.0,63.1,21.2,33.3,20.5,868.6,31.1
Odisha,2024-05-28,44.9,0.9,43.9,38.7,51.3,20.5,1007.4,66.2
Punjab,2024-05-28,44.2,0.5,25.7,38.2,52.5,13.7,983.2,44.2
Rajasthan,2024-05-28,58.6,1.0,15.0,55.9,66.1,22.4,973.4,58.6
Sikkim,2024-05-28,25.2,1.1,44.5,18.7,28.2,25.9,788.1,25.2
Tamil Nadu,2024-05-28,37.5,0.0,87.5,32.5,39.7,26.1,994.2,75.4
Telangana,2024-05-28,37.9,0.2,15.0,30.0,45.2,18.1,951.6,37.9
Tripura,2024-05-28,33.0,1.2,61.1,24.9,41.6,10.9,993.1,39.9
Uttar Pradesh,2024-05-28,52.8,0.0,27.7,49.9,57.6,21.5,1002.4,52.8
Uttarakhand,2024-05-28,30.9,0.1,37.0,25.3,35.9,36.4,859.9,30.9
West Bengal,2024-05-28,40.0,0.0,64.5,37.0,43.6,21.5,1007.1,66.6
Andaman and Nicobar Islands,2024-05-28,28.3,0.0,98.0,26.2,33.0,25.1,1000.8,36.9
Chandigarh,2024-05-28,48.1,2.8,32.9,41.1,59.4,19.4,972.9,48.1
Dadra and Nagar Haveli and Daman and Diu,2024-05-28,38.9,1.8,86.4,35.1,42.0,28.3,1005.9,83.3
Delhi,2024-05-28,51.5,0.0,18.3,43.3,59.5,25.6,994.2,51.5
Jammu and Kashmir,2024-05-28,25.8,0.0,53.9,19.4,31.6,38.2,812.8,25.8
Ladakh,2024-05-28,14.8,0.6,15.0,-1.0,27.6,29.1,603.4,14.8
Lakshadweep,2024-05-28,27.1,0.3,98.0,21.5,29.0,29.3,1022.1,32.8
Puducherry,2024-05-28,37.7,0.0,78.4,33.8,40.4,24.2,1008.6,68.5
Andhra Pradesh,2024-05-29,39.4,0.4,54.6,38.7,46.4,20.9,1007.3,56.1
Arunachal Pradesh,2024-05-29,24.6,1.1,30.7,18.5,32.0,55.4,753.1,24.6
Assam,2024-05-29,44.8,0.6,45.9,39.3,50.3,13.2,1000.3,67.9
Bihar,2024-05-29,49.8,1.6,56.1,44.9,56.3,54.3,1014.6,105.4
Chhattisgarh,2024-05-29,45.6,0.3,48.0,41.3,49.1,15.8,983.4,73.3
Goa,2024-05-29,39.4,0.0,74.4,36.3,44.5,30.7,1013.9,73.0
Gujarat,2024-05-29,47.3,0.2,15.0,39.8,56.6,25.5,986.8,47.3
Haryana,2024-05-29,46.3,0.1,15.0,41.9,51.3,28.8,991.2,46.3
Himachal Pradesh,2024-05-29,19.2,0.0,68.0,8.8,30.4,28.3,748.0,19.2
Jharkhand,2024-05-29,42.1,0.0,51.1,33.2,48.2,14.5,974.1,62.9
Karnataka,2024-05-29,27.6,1.7,52.7,17.2,37.4,21.5,902.7,28.2
Kerala,2024-05-29,45.8,0.4,72.1,45.3,47.5,24.7,1007.7,108.0
Madhya Pradesh,2024-05-29,39.9,8.7,30.0,33.8,44.9,11.5,949.5,39.9
Maharashtra,2024-05-29,35.6,0.2,28.7,32.5,38.1,23.5,946.2,35.6
Manipur,2024-05-29,33.6,1.2,61.5,26.4,41.3,15.1,920.2,41.6
Meghalaya,2024-05-29,24.6,1.0,80.5,21.9,30.8,18.0,867.6,24.6
Mizoram,2024-05-29,31.4,0.0,52.3,21.6,38.7,16.3,893.3,33.9
Nagaland,2024-05-29,34.6,1.5,49.4,30.5,38.3,9.3,875.8,39.5
Odisha,2024-05-29,39.1,0.6,42.1,34.7,42.9,20.8,996.0,47.2
Punjab,2024-05-29,43.5,0.6,18.4,38.7,48.6,13.4,985.8,43.5
Rajasthan,2024-05-29,55.7,0.0,15.0,39.7,71.5,19.0,986.1,55.7
Sikkim,2024-05-29,17.9,0.5,56.5,12.7,22.6,29.6,780.9,17.9
Tamil Nadu,2024-05-29,38.2,0.4,74.2,32.2,42.6,28.8,994.1,66.9
Telangana,2024-05-29,41.4,1.4,15.0,35.7,49.2,12.0,966.9,41.4
