Region,Date,Temperature_C,Precipitation_mm,Humidity_percent,Min_Temperature_C,Max_Temperature_C,Wind_Speed_kmh,Atmospheric_Pressure_hPa,Heat_Index_C
Goa,2024-07-23,30.9,1.0,98.0,24.1,38.1,23.6,1002.8,47.8
Gujarat,2024-07-23,37.2,1.1,27.3,27.9,46.8,23.9,997.5,37.2
Haryana,2024-07-23,36.0,0.0,65.4,26.0,45.6,19.2,972.9,51.3
Himachal Pradesh,2024-07-23,7.2,9.5,98.0,-1.7,15.0,42.8,739.8,7.2
Jharkhand,2024-07-23,38.8,0.0,98.0,32.9,45.4,15.6,970.9,95.8
Karnataka,2024-07-23,24.3,4.8,98.0,20.8,27.7,20.4,909.6,24.3
Kerala,2024-07-23,27.5,35.9,98.0,25.1,29.8,34.0,988.6,34.2
Madhya Pradesh,2024-07-23,34.4,3.4,80.0,30.8,38.6,11.6,950.0,53.7
Maharashtra,2024-07-23,33.0,0.5,83.4,27.6,40.1,30.0,946.4,49.9
Manipur,2024-07-23,27.1,0.0,98.0,24.4,33.3,15.5,917.8,32.9
Meghalaya,2024-07-23,23.0,22.2,98.0,15.4,27.7,17.5,855.7,23.0
Mizoram,2024-07-23,21.0,0.0,98.0,13.2,27.5,16.4,886.3,21.0
Nagaland,2024-07-23,18.8,0.3,98.0,10.1,27.8,12.6,856.4,18.8
Odisha,2024-07-23,30.7,0.7,97.0,23.3,39.9,24.7,983.8,46.2
Punjab,2024-07-23,32.4,0.0,71.8,28.9,35.8,18.5,985.8,42.2
Rajasthan,2024-07-23,37.9,0.0,28.9,21.7,54.8,25.1,979.6,37.9
Sikkim,2024-07-23,12.6,2.3,95.7,5.9,17.1,51.0,770.6,12.6
Tamil Nadu,2024-07-23,33.3,0.0,98.0,27.4,38.4,32.8,985.4,60.2
Telangana,2024-07-23,32.8,0.4,76.6,28.5,35.7,20.1,948.5,45.6
Tripura,2024-07-23,28.6,0.0,95.3,20.8,35.7,23.6,991.4,37.3
Uttar Pradesh,2024-07-23,31.2,0.0,98.0,23.5,41.6,17.7,991.9,48.9
Uttarakhand,2024-07-23,21.8,0.0,85.6,13.8,30.1,42.9,840.3,21.8
West Bengal,2024-07-23,36.9,0.0,98.0,28.1,45.1,30.8,1003.9,82.4
Andaman and Nicobar Islands,2024-07-23,26.5,2.2,98.0,22.8,28.3,28.6,994.9,26.5
Chandigarh,2024-07-23,34.4,0.0,80.6,26.9,44.5,24.0,977.1,54.0
Dadra and Nagar Haveli and Daman and Diu,2024-07-23,34.7,0.3,98.0,29.5,40.7,30.6,1002.2,68.1
Delhi,2024-07-23,34.8,0.0,53.1,29.9,40.3,15.4,983.4,41.5
Jammu and Kashmir,2024-07-23,11.8,0.4,97.6,7.5,15.0,45.9,806.2,11.8
Ladakh,2024-07-23,-5.4,1.6,46.3,-19.0,4.2,30.8,583.4,-5.4
Lakshadweep,2024-07-23,28.2,4.8,98.0,24.0,33.8,40.8,1001.2,36.7
Puducherry,2024-07-23,30.1,0.0,98.0,28.3,34.2,30.6,1005.1,44.1
Andhra Pradesh,2024-07-24,31.7,6.7,98.0,26.9,36.9,20.9,991.5,51.6
Arunachal Pradesh,2024-07-24,11.6,30.0,98.0,2.8,22.5,39.8,735.5,11.6
Assam,2024-07-24,31.6,52.0,98.0,27.0,36.7,15.7,978.7,51.0
Bihar,2024-07-24,38.7,0.0,98.0,32.9,43.8,13.0,999.2,95.1
Chhattisgarh,2024-07-24,32.4,2.4,94.0,29.7,36.2,15.3,962.6,52.8
Goa,2024-07-24,34.0,1.6,98.0,29.7,38.4,33.6,1002.7,64.1
Gujarat,2024-07-24,34.6,0.0,49.1,20.0,51.8,20.7,989.8,39.5
Haryana,2024-07-24,33.0,0.2,70.4,24.8,39.5,17.6,980.9,43.7
Himachal Pradesh,2024-07-24,12.3,0.0,98.0,7.3,19.9,41.1,733.7,12.3
Jharkhand,2024-07-24,35.5,11.1,98.0,30.4,43.0,14.9,964.3,73.3
Karnataka,2024-07-24,26.3,3.4,98.0,22.3,33.2,19.4,919.0,26.3
Kerala,2024-07-24,28.2,0.2,98.0,26.7,31.4,24.7,1001.2,36.7
Madhya Pradesh,2024-07-24,35.9,0.0,86.6,31.2,42.2,11.4,947.6,65.6
Maharashtra,2024-07-24,34.4,0.6,71.1,27.8,40.6,27.9,942.0,48.6
Manipur,2024-07-24,25.4,0.6,89.8,20.7,30.1,18.9,913.2,25.4
Meghalaya,2024-07-24,20.8,0.8,98.0,13.5,26.4,18.7,853.6,20.8
Mizoram,2024-07-24,25.5,4.6,98.0,19.2,31.3,14.6,882.2,25.5
Nagaland,2024-07-24,19.8,0.0,98.0,9.1,30.1,7.4,864.9,19.8
Odisha,2024-07-24,31.9,0.1,98.0,28.1,36.5,73.2,986.3,52.5
Punjab,2024-07-24,33.6,9.2,66.0,23.7,40.9,16.7,974.1,43.6
Rajasthan,2024-07-24,38.0,0.9,35.8,30.8,43.5,22.2,966.5,38.0
Sikkim,2024-07-24,8.6,2.0,98.0,3.3,14.1,37.0,773.0,8.6
Tamil Nadu,2024-07-24,27.2,13.1,98.0,24.4,32.2,24.6,1008.4,33.3
Telangana,2024-07-24,32.6,0.0,71.8,31.3,37.2,18.1,961.9,43.1
Tripura,2024-07-24,34.3,6.6,98.0,26.8,40.9,14.2,988.5,65.9
Uttar Pradesh,2024-07-24,35.2,2.1,81.9,32.1,41.0,11.4,989.5,58.6
Uttarakhand,2024-07-24,18.2,1.9,98.0,7.0,28.3,43.8,850.8,18.2
West Bengal,2024-07-24,31.8,15.8,98.0,23.6,42.2,26.6,995.2,52.3
Andaman and Nicobar Islands,2024-07-24,32.0,1.7,98.0,30.1,33.6,40.9,1005.5,53.2
Chandigarh,2024-07-24,35.9,0.5,77.4,30.2,41.4,19.1,961.1,58.8
Dadra and Nagar Haveli and Daman and Diu,2024-07-24,30.2,0.1,98.0,26.4,35.4,25.4,993.3,44.6
Delhi,2024-07-24,37.1,0.0,61.5,31.3,38.9,9.6,968.6,52.7
Jammu and Kashmir,2024-07-24,7.0,0.0,98.0,-4.4,16.7,40.8,804.4,7.0
Ladakh,2024-07-24,-4.3,0.3,39.9,-11.0,3.0,32.5,592.1,-4.3
Lakshadweep,2024-07-24,26.7,26.7,98.0,23.4,31.9,33.4,991.8,26.7
Puducherry,2024-07-24,34.4,0.0,98.0,28.7,38.3,33.7,1007.1,66.6
Andhra Pradesh,2024-07-25,32.8,0.4,98.0,28.0,39.1,24.2,993.1,57.1
Arunachal Pradesh,2024-07-25,13.0,92.8,98.0,9.8,16.7,44.1,743.3,13.0
Assam,2024-07-25,30.6,33.2,98.0,26.3,32.8,13.9,983.7,46.0
Bihar,2024-07-25,30.4,2.0,98.0,23.8,33.1,16.3,1006.0,45.2
Chhattisgarh,2024-07-25,35.2,0.7,93.2,26.5,42.2,20.7,967.6,67.5
Goa,2024-07-25,33.1,8.3,98.0,30.1,34.4,25.2,994.7,59.1
Gujarat,2024-07-25,36.5,0.0,43.0,19.4,52.3,22.3,992.0,41.4
Haryana,2024-07-25,36.4,2.3,58.7,30.9,44.1,21.3,980.5,48.7
Himachal Pradesh,2024-07-25,12.3,0.0,93.8,5.6,22.0,42.6,733.1,12.3
Jharkhand,2024-07-25,36.5,1.5,90.9,34.8,39.4,16.8,967.9,72.7
Karnataka,2024-07-25,27.5,0.0,98.0,21.7,35.3,20.7,911.9,34.0
Kerala,2024-07-25,36.5,0.4,98.0,33.8,40.6,28.6,1000.9,79.7
Madhya Pradesh,2024-07-25,34.6,0.4,80.9,29.9,34.6,18.1,942.5,55.3
Maharashtra,2024-07-25,29.0,7.9,81.5,23.4,38.2,19.6,926.9,35.1
Manipur,2024-07-25,25.3,0.8,98.0,18.4,29.4,21.4,914.9,25.3
Meghalaya,2024-07-25,23.7,29.0,98.0,20.0,27.7,15.5,857.0,23.7
Mizoram,2024-07-25,23.8,1.4,98.0,14.9,30.5,14.4,884.8,23.8
Nagaland,2024-07-25,20.1,0.1,98.0,12.6,28.5,14.7,869.3,20.1
Odisha,2024-07-25,35.7,1.7,97.2,33.0,41.7,29.3,1000.2,73.5
Punjab,2024-07-25,32.7,0.0,70.6,27.3,37.2,12.2,973.6,42.9
Rajasthan,2024-07-25,42.6,0.0,37.8,35.4,50.9,21.5,967.9,42.6
Sikkim,2024-07-25,10.3,5.0,98.0,5.9,12.5,45.9,786.8,10.3
Tamil Nadu,2024-07-25,32.4,1.4,98.0,28.0,35.0,29.3,997.1,55.1
Telangana,2024-07-25,35.9,0.4,64.3,32.3,40.2,19.4,947.1,50.2
Tripura,2024-07-25,30.4,1.7,98.0,25.2,37.0,13.9,991.8,45.4
Uttar Pradesh,2024-07-25,36.3,18.3,86.2,30.6,43.2,19.2,980.7,67.5
Uttarakhand,2024-07-25,17.2,9.9,90.0,10.9,27.4,46.7,849.0,17.2
West Bengal,2024-07-25,32.3,9.2,98.0,22.1,40.8,24.2,1016.8,54.4
Andaman and Nicobar Islands,2024-07-25,24.5,0.0,98.0,21.1,25.8,37.9,997.6,24.5
Chandigarh,2024-07-25,38.8,0.0,64.2,33.9,47.2,16.8,961.3,61.2
Dadra and Nagar Haveli and Daman and Diu,2024-07-25,33.3,12.1,98.0,33.6,36.9,27.3,1001.9,60.1
Delhi,2024-07-25,41.0,0.0,56.0,37.9,45.3,18.2,982.9,63.2
Jammu and Kashmir,2024-07-25,10.1,0.0,94.8,3.6,13.5,39.1,815.0,10.1
Ladakh,2024-07-25,-0.3,0.0,43.1,-7.0,8.2,31.9,585.4,-0.3
Lakshadweep,2024-07-25,28.5,1.0,98.0,26.2,30.6,33.7,1001.4,37.6
Puducherry,2024-07-25,34.8,0.0,98.0,29.3,39.1,27.8,1004.8,69.0
Andhra Pradesh,2024-07-26,35.4,0.0,96.0,31.7,41.5,12.8,989.2,70.8
Arunachal Pradesh,2024-07-26,13.6,0.0,94.8,2.9,24.9,46.7,746.9,13.6
Assam,2024-07-26,34.9,1.5,98.0,31.4,38.4,12.9,992.5,69.1
Bihar,2024-07-26,41.5,0.0,97.4,33.5,50.1,18.1,1002.5,116.7
Chhattisgarh,2024-07-26,32.9,0.8,98.0,25.8,40.6,14.6,986.1,58.1
Goa,2024-07-26,34.5,0.8,98.0,31.9,36.9,34.3,1010.0,67.0
Gujarat,2024-07-26,35.3,0.0,35.4,24.7,48.2,23.3,991.9,35.3
Haryana,2024-07-26,35.7,0.0,69.3,29.4,43.2,22.3,976.8,52.5
Himachal Pradesh,2024-07-26,6.5,44.4,95.9,-1.5,11.2,41.0,722.5,6.5
Jharkhand,2024-07-26,36.1,5.9,82.2,31.4,42.6,8.1,963.5,63.5
Karnataka,2024-07-26,23.8,0.0,98.0,17.4,30.5,14.0,917.4,23.8
Kerala,2024-07-26,31.1,3.9,98.0,24.8,37.9,30.6,998.2,48.4
Madhya Pradesh,2024-07-26,33.2,0.4,76.4,32.3,35.6,11.9,932.9,47.2
Maharashtra,2024-07-26,27.2,0.3,81.1,22.5,30.6,21.8,923.2,30.3
Manipur,2024-07-26,24.8,1.0,98.0,20.9,29.3,9.8,908.1,24.8
Meghalaya,2024-07-26,19.0,87.8,98.0,9.0,29.0,14.6,845.9,19.0
Mizoram,2024-07-26,22.5,0.6,98.0,13.2,29.9,16.4,892.7,22.5
Nagaland,2024-07-26,19.6,0.0,98.0,10.5,25.0,9.3,870.0,19.6
Odisha,2024-07-26,38.2,0.1,98.0,29.1,44.3,28.2,992.9,91.7
Punjab,2024-07-26,38.3,1.9,75.1,29.2,47.3,14.5,970.1,68.3
Rajasthan,2024-07-26,44.0,0.0,17.5,35.6,53.6,30.2,981.2,44.0
Sikkim,2024-07-26,11.5,2.4,84.1,6.1,17.1,43.3,779.6,11.5
Tamil Nadu,2024-07-26,32.8,1.7,98.0,28.4,37.6,23.2,1001.5,57.4
Telangana,2024-07-26,37.1,0.0,75.6,34.7,40.7,21.6,937.1,62.8
Tripura,2024-07-26,33.2,0.0,98.0,28.0,40.3,20.7,995.3,59.7
Uttar Pradesh,2024-07-26,33.9,0.5,88.9,28.7,41.8,10.5,990.7,57.2
Uttarakhand,2024-07-26,17.4,2.0,91.6,10.3,24.3,44.9,851.7,17.4
West Bengal,2024-07-26,26.9,0.0,98.0,19.3,34.3,19.8,1016.2,26.9
Andaman and Nicobar Islands,2024-07-26,23.6,0.0,98.0,21.1,29.4,37.9,990.7,23.6
Chandigarh,2024-07-26,36.7,10.5,76.0,35.7,39.7,17.1,961.3,61.4
Dadra and Nagar Haveli and Daman and Diu,2024-07-26,40.2,12.0,98.0,37.5,45.9,28.4,1006.3,107.0
Delhi,2024-07-26,33.4,7.2,72.9,31.2,35.9,11.4,974.1,46.3
Jammu and Kashmir,2024-07-26,7.2,0.0,90.6,1.3,14.1,38.2,800.8,7.2
Ladakh,2024-07-26,-5.9,0.0,37.9,-11.3,0.9,33.1,579.9,-5.9
Lakshadweep,2024-07-26,32.5,1.9,98.0,29.7,35.4,35.1,1004.8,55.7
Puducherry,2024-07-26,30.5,0.5,98.0,22.8,37.1,33.3,1000.4,45.6
Andhra Pradesh,2024-07-27,35.9,0.0,98.0,30.8,40.1,23.5,987.2,75.4
Arunachal Pradesh,2024-07-27,13.8,6.5,98.0,6.1,20.3,38.8,749.7,13.8
Assam,2024-07-27,35.7,1.1,98.0,28.3,46.2,16.8,998.8,74.5
Bihar,2024-07-27,38.9,2.7,82.6,35.6,44.1,15.4,1000.3,79.0
Chhattisgarh,2024-07-27,31.6,16.3,98.0,23.2,37.1,20.2,959.9,51.1
Goa,2024-07-27,27.0,2.9,98.0,23.1,36.0,20.3,1000.9,27.0
Gujarat,2024-07-27,33.9,0.0,31.9,21.5,44.4,28.0,995.7,33.9
Haryana,2024-07-27,36.6,0.0,53.9,27.8,44.0,23.8,964.8,46.6
Himachal Pradesh,2024-07-27,7.3,1.7,98.0,1.0,13.0,40.5,737.6,7.3
Jharkhand,2024-07-27,34.7,25.2,98.0,29.3,40.8,16.0,962.6,68.1
Karnataka,2024-07-27,30.6,0.0,93.7,28.3,33.4,14.3,922.2,44.5
Kerala,2024-07-27,32.9,11.1,98.0,31.3,34.2,33.1,1011.0,58.1
Madhya Pradesh,2024-07-27,33.5,1.6,84.6,24.3,40.8,16.6,942.7,52.6
Maharashtra,2024-07-27,31.5,2.9,76.3,26.8,38.4,27.8,944.5,41.2
Manipur,2024-07-27,26.6,10.2,98.0,17.7,30.5,9.2,902.1,26.6
Meghalaya,2024-07-27,27.2,2.0,98.0,23.1,33.3,15.1,867.8,33.1
Mizoram,2024-07-27,24.1,0.0,98.0,20.8,28.8,14.5,886.5,24.1
Nagaland,2024-07-27,19.2,0.0,98.0,9.6,30.9,24.4,862.5,19.2
Odisha,2024-07-27,34.7,5.7,98.0,26.1,46.2,19.7,1002.8,68.5
Punjab,2024-07-27,33.9,0.5,80.1,29.3,38.9,20.1,969.3,52.0
Rajasthan,2024-07-27,37.2,0.9,26.2,27.8,45.3,16.8,965.5,37.2
Sikkim,2024-07-27,8.6,0.0,95.9,-2.6,18.4,31.7,776.7,8.6
Tamil Nadu,2024-07-27,29.3,1.9,98.0,24.5,34.3,27.4,996.8,40.9
Telangana,2024-07-27,33.7,2.3,83.7,27.5,35.7,13.7,959.4,53.1
Tripura,2024-07-27,32.8,8.7,98.0,26.0,41.8,13.9,994.1,57.3
Uttar Pradesh,2024-07-27,40.3,0.0,65.2,33.0,48.0,13.4,978.5,68.6
Uttarakhand,2024-07-27,19.5,5.9,96.1,7.9,29.6,40.5,843.7,19.5
West Bengal,2024-07-27,31.4,107.0,98.0,27.0,35.7,23.9,995.4,50.2
Andaman and Nicobar Islands,2024-07-27,26.2,0.1,98.0,21.9,32.7,41.9,1000.1,26.2
Chandigarh,2024-07-27,42.1,0.0,69.7,36.5,47.5,14.1,969.3,82.5
Dadra and Nagar Haveli and Daman and Diu,2024-07-27,32.3,4.5,98.0,25.1,36.9,33.7,1004.4,54.8
Delhi,2024-07-27,37.5,0.0,64.4,30.1,42.9,16.1,974.5,56.2
Jammu and Kashmir,2024-07-27,12.8,0.3,88.0,3.6,19.5,40.3,799.3,12.8
Ladakh,2024-07-27,-0.9,1.3,30.2,-11.5,9.8,27.5,590.5,-0.9
Lakshadweep,2024-07-27,30.5,1.2,98.0,25.4,35.7,26.7,1003.0,45.6
Puducherry,2024-07-27,32.4,0.0,98.0,28.8,34.9,25.9,1014.3,55.0
Andhra Pradesh,2024-07-28,26.1,0.5,98.0,22.8,30.2,23.4,998.6,26.1
Arunachal Pradesh,2024-07-28,7.3,1.2,98.0,1.1,17.4,40.8,758.0,7.3
Assam,2024-07-28,32.0,0.5,98.0,25.4,37.9,12.7,997.3,52.8
Bihar,2024-07-28,35.6,1.5,98.0,25.5,42.0,9.6,1005.1,73.9
Chhattisgarh,2024-07-28,33.0,1.3,98.0,32.2,38.9,19.1,975.2,58.5
Goa,2024-07-28,28.6,0.0,98.0,27.1,36.2,27.3,1001.2,38.0
Gujarat,2024-07-28,33.7,2.0,34.7,27.1,42.5,24.7,997.2,33.7
Haryana,2024-07-28,37.4,0.6,69.5,34.9,41.4,18.9,961.7,59.7
Himachal Pradesh,2024-07-28,4.5,0.0,96.1,-2.4,11.8,43.6,734.4,4.5
Jharkhand,2024-07-28,35.0,0.0,96.9,25.1,40.7,17.1,969.1,69.3
Karnataka,2024-07-28,23.7,0.0,98.0,17.8,23.5,17.2,914.4,23.7
Kerala,2024-07-28,28.4,0.5,98.0,25.5,32.1,24.6,991.9,37.2
Madhya Pradesh,2024-07-28,27.8,0.8,88.1,22.7,31.9,12.5,942.2,33.1
Maharashtra,2024-07-28,31.9,2.6,94.8,24.3,38.1,19.2,931.7,51.0
Manipur,2024-07-28,27.7,16.3,98.0,24.2,34.5,11.5,895.7,34.9
Meghalaya,2024-07-28,18.4,0.0,98.0,13.5,23.1,17.4,865.5,18.4
Mizoram,2024-07-28,24.5,16.3,98.0,15.5,32.4,9.3,874.4,24.5
Nagaland,2024-07-28,23.9,0.0,98.0,20.8,28.1,19.9,869.7,23.9
Odisha,2024-07-28,31.2,0.5,98.0,23.6,38.2,19.5,988.3,48.9
Punjab,2024-07-28,39.9,0.0,73.8,35.9,46.9,11.5,974.3,75.3
Rajasthan,2024-07-28,35.6,0.0,23.1,20.7,50.0,26.1,979.0,35.6
Sikkim,2024-07-28,7.6,0.0,96.7,-1.5,17.2,43.4,780.1,7.6
Tamil Nadu,2024-07-28,31.3,1.9,98.0,26.3,37.6,19.4,1001.8,49.4
Telangana,2024-07-28,35.9,0.8,73.3,28.9,44.0,17.0,953.1,56.1
Tripura,2024-07-28,34.6,2.5,98.0,23.8,42.3,18.6,991.8,67.5
Uttar Pradesh,2024-07-28,35.0,0.0,84.3,28.9,41.4,18.5,998.9,59.4
Uttarakhand,2024-07-28,15.8,0.4,97.9,3.9,27.6,39.7,861.1,15.8
West Bengal,2024-07-28,33.5,7.4,98.0,28.2,38.9,27.2,1006.0,61.2
Andaman and Nicobar Islands,2024-07-28,24.6,0.0,98.0,18.6,27.9,41.8,991.4,24.6
Chandigarh,2024-07-28,40.3,8.4,80.0,37.3,46.5,20.6,975.1,84.1
Dadra and Nagar Haveli and Daman and Diu,2024-07-28,36.8,0.0,98.0,32.7,41.5,29.2,1004.7,81.4
Delhi,2024-07-28,35.0,0.0,77.6,26.2,43.2,16.3,996.0,55.0
Jammu and Kashmir,2024-07-28,9.5,0.0,85.3,0.6,20.6,46.9,796.9,9.5
Ladakh,2024-07-28,-4.7,0.0,38.8,-18.8,8.9,23.0,585.8,-4.7
Lakshadweep,2024-07-28,30.5,15.7,98.0,27.3,34.9,29.8,994.8,45.8
Puducherry,2024-07-28,32.4,13.1,98.0,33.2,34.5,21.4,1003.7,55.2
Andhra Pradesh,2024-07-29,34.5,0.4,98.0,26.5,43.0,26.0,994.9,67.2
Arunachal Pradesh,2024-07-29,7.3,0.0,98.0,-0.7,15.6,36.7,758.9,7.3
Assam,2024-07-29,34.3,0.0,98.0,26.8,40.5,16.5,993.2,65.7
Bihar,2024-07-29,46.6,0.1,98.0,42.8,53.3,13.8,1010.1,164.3
Chhattisgarh,2024-07-29,30.5,0.0,98.0,26.2,37.2,15.7,980.9,45.9
Goa,2024-07-29,31.3,0.0,98.0,30.8,35.0,33.3,1001.5,49.4
Gujarat,2024-07-29,36.3,0.0,46.1,25.2,47.9,22.5,981.6,42.2
Haryana,2024-07-29,38.9,0.3,58.5,35.2,40.6,14.0,975.9,57.1
Himachal Pradesh,2024-07-29,6.2,0.2,96.4,-4.3,14.3,45.8,737.6,6.2
Jharkhand,2024-07-29,40.5,0.2,91.7,33.3,49.5,18.6,969.5,100.0
Karnataka,2024-07-29,27.9,1.7,98.0,19.9,32.2,21.4,913.8,35.6
Kerala,2024-07-29,32.9,0.6,98.0,29.6,36.2,28.0,990.0,57.6
Madhya Pradesh,2024-07-29,32.6,0.0,90.7,28.9,42.1,17.9,946.6,51.9
Maharashtra,2024-07-29,32.0,0.0,73.6,25.4,41.5,23.3,938.1,41.8
Manipur,2024-07-29,22.2,0.0,98.0,12.6,30.4,15.8,917.2,22.2
Meghalaya,2024-07-29,25.4,16.2,98.0,20.4,29.0,14.1,847.8,25.4
Mizoram,2024-07-29,19.4,20.9,98.0,14.6,25.2,21.6,869.7,19.4
Nagaland,2024-07-29,25.0,1.6,98.0,16.1,33.6,19.7,855.3,25.0
Odisha,2024-07-29,32.0,22.9,93.4,22.1,37.7,29.3,977.7,50.7
Punjab,2024-07-29,30.1,0.8,75.7,24.1,38.3,25.2,971.0,36.9
Rajasthan,2024-07-29,38.6,0.0,40.7,23.4,54.7,19.7,967.7,45.1
Sikkim,2024-07-29,7.9,0.7,98.0,4.7,14.3,42.9,777.5,7.9
Tamil Nadu,2024-07-29,29.6,1.6,98.0,27.5,31.7,29.7,992.9,41.9
Telangana,2024-07-29,29.6,0.0,78.7,22.7,34.5,12.4,946.3,36.2
Tripura,2024-07-29,33.2,0.5,98.0,24.4,41.3,13.1,984.8,59.6
Uttar Pradesh,2024-07-29,38.3,2.0,81.9,36.2,40.7,14.6,989.7,74.5
Uttarakhand,2024-07-29,13.5,1.3,97.7,8.9,15.4,36.4,845.6,13.5
West Bengal,2024-07-29,28.8,1.7,98.0,21.2,36.2,22.9,999.9,38.6
Andaman and Nicobar Islands,2024-07-29,24.9,0.0,98.0,22.3,28.1,35.1,1001.4,24.9
Chandigarh,2024-07-29,32.6,0.0,78.5,21.3,41.0,13.4,963.9,46.0
Dadra and Nagar Haveli and Daman and Diu,2024-07-29,35.3,2.6,98.0,29.3,40.2,31.8,998.3,72.1
Delhi,2024-07-29,39.1,1.2,67.9,33.8,44.0,19.2,978.0,65.5
Jammu and Kashmir,2024-07-29,10.1,0.6,91.6,4.0,19.2,43.9,805.9,10.1
Ladakh,2024-07-29,0.6,1.4,49.5,-4.6,5.6,30.9,599.7,0.6
Lakshadweep,2024-07-29,27.8,0.0,98.0,23.4,29.0,39.7,1003.2,35.3
Puducherry,2024-07-29,35.6,0.0,98.0,29.8,37.8,24.2,1008.9,74.0
Andhra Pradesh,2024-07-30,31.5,2.1,98.0,23.8,40.7,19.7,976.6,50.5
Arunachal Pradesh,2024-07-30,11.6,21.2,98.0,5.2,18.7,43.8,740.9,11.6
Assam,2024-07-30,37.3,6.0,98.0,26.9,44.8,16.9,993.4,85.1
Bihar,2024-07-30,36.4,0.0,98.0,29.6,43.1,13.1,1000.7,79.0
Chhattisgarh,2024-07-30,37.2,10.7,93.2,32.7,43.8,18.3,966.6,79.7
Goa,2024-07-30,36.4,0.0,98.0,35.0,40.3,29.6,1004.9,78.8
Gujarat,2024-07-30,37.2,2.0,70.2,30.0,45.9,20.2,995.2,59.0
Haryana,2024-07-30,35.2,0.7,72.4,29.4,42.9,20.1,975.1,52.7
Himachal Pradesh,2024-07-30,5.4,0.0,98.0,-4.8,13.0,44.2,737.7,5.4
Jharkhand,2024-07-30,35.8,1.1,92.7,30.6,42.6,11.7,976.0,70.5
Karnataka,2024-07-30,24.9,1.9,89.2,19.4,28.7,25.2,914.1,24.9
Kerala,2024-07-30,35.0,6.6,98.0,29.2,36.6,26.6,1004.3,69.9
Madhya Pradesh,2024-07-30,34.2,0.2,93.6,27.7,41.5,16.9,958.6,61.7
Maharashtra,2024-07-30,31.0,11.1,78.0,25.7,39.1,21.6,935.7,40.1
Manipur,2024-07-30,28.1,3.6,98.0,24.2,31.0,18.2,915.8,36.4
Meghalaya,2024-07-30,22.4,0.0,98.0,14.2,29.4,18.6,858.1,22.4
Mizoram,2024-07-30,25.8,0.1,98.0,21.3,33.2,21.0,875.3,25.8
Nagaland,2024-07-30,18.3,8.8,98.0,11.3,22.3,16.8,863.1,18.3
Odisha,2024-07-30,30.2,0.0,98.0,22.8,36.7,83.6,991.3,44.6
Punjab,2024-07-30,34.8,0.0,70.5,26.2,41.7,18.1,977.8,49.9
Rajasthan,2024-07-30,35.0,0.2,29.1,23.3,42.2,19.4,979.7,35.0
Sikkim,2024-07-30,9.7,0.0,98.0,1.6,16.6,42.7,785.6,9.7
Tamil Nadu,2024-07-30,31.1,0.0,98.0,29.2,34.0,29.5,987.1,48.4
Telangana,2024-07-30,35.2,2.6,74.2,30.6,40.0,18.7,944.0,53.6
Tripura,2024-07-30,34.7,0.0,96.6,24.7,44.0,14.9,999.8,67.2
Uttar Pradesh,2024-07-30,38.4,0.7,85.5,34.3,41.6,12.0,988.6,79.0
Uttarakhand,2024-07-30,18.9,0.7,90.9,10.3,30.9,47.7,849.4,18.9
West Bengal,2024-07-30,32.2,0.0,98.0,28.1,40.3,22.2,999.8,53.9
Andaman and Nicobar Islands,2024-07-30,31.1,0.0,98.0,24.9,36.9,39.8,1007.4,48.6
Chandigarh,2024-07-30,38.8,0.0,76.2,31.0,43.8,14.1,958.4,71.8
Dadra and Nagar Haveli and Daman and Diu,2024-07-30,30.8,16.9,98.0,28.4,33.8,30.9,994.8,47.4
Delhi,2024-07-30,40.0,0.3,55.4,34.3,47.0,18.4,982.0,58.7
Jammu and Kashmir,2024-07-30,13.1,0.8,88.5,3.8,20.4,40.6,810.3,13.1
Ladakh,2024-07-30,1.5,0.9,41.8,-8.5,14.0,24.2,576.2,1.5
Lakshadweep,2024-07-30,30.6,0.0,98.0,25.6,35.8,41.6,999.3,46.3
Puducherry,2024-07-30,29.9,0.0,98.0,26.9,32.9,41.2,1005.5,43.3
Andhra Pradesh,2024-07-31,33.3,1.6,98.0,24.3,41.7,24.5,992.0,60.1
Arunachal Pradesh,2024-07-31,8.4,9.9,98.0,-3.5,19.5,39.5,749.9,8.4
Assam,2024-07-31,35.2,1.8,98.0,26.4,43.4,12.6,1001.0,71.1
Bihar,2024-07-31,38.2,0.0,98.0,32.9,44.5,23.2,993.9,91.3
Chhattisgarh,2024-07-31,33.9,1.0,93.4,29.3,36.9,17.1,963.1,60.0
Goa,2024-07-31,27.9,19.0,98.0,21.3,33.4,32.9,992.0,35.5
Gujarat,2024-07-31,36.0,1.4,46.7,19.5,49.3,28.4,992.2,41.7
Haryana,2024-07-31,33.9,0.0,76.7,27.7,40.8,19.0,974.4,50.1
Himachal Pradesh,2024-07-31,5.4,1.2,98.0,0.9,9.7,46.1,733.8,5.4
Jharkhand,2024-07-31,32.2,0.0,98.0,26.0,37.1,13.4,958.4,53.9
Karnataka,2024-07-31,23.7,6.5,98.0,16.3,32.0,27.3,915.2,23.7
Kerala,2024-07-31,28.8,0.0,98.0,27.1,29.0,34.9,995.6,38.7
Madhya Pradesh,2024-07-31,32.5,0.0,75.1,26.8,38.5,20.9,943.4,44.0
Maharashtra,2024-07-31,28.5,0.4,87.8,23.7,32.9,23.3,932.2,35.1
Manipur,2024-07-31,22.4,0.0,98.0,18.8,27.0,15.4,914.9,22.4
